time,conformance
0.1310000000000001,-0.0010814718996804973
0.1320000000000001,-0.0010820903138241134
0.1330000000000001,-0.0010827085223016897
0.1340000000000001,-0.0010833265241963486
0.1350000000000001,-0.0010839443185903797
0.1360000000000001,-0.0010845619045719013
0.1370000000000001,-0.001085179281225701
0.1380000000000001,-0.001085796447640175
0.1390000000000001,-0.0010864134029052175
0.1400000000000001,-0.001087030146110779
0.1410000000000001,-0.0010876466763483639
0.1420000000000001,-0.0010882629927130294
0.1430000000000001,-0.0010888790942968352
0.1440000000000001,-0.0010894949801975584
0.1450000000000001,-0.0010901106495104784
0.1460000000000001,-0.0010907261013343716
0.1470000000000001,-0.0010913413347705125
0.1480000000000001,-0.0010919563489165118
0.1490000000000001,-0.0010925711428776408
0.1500000000000001,-0.0010931857157551739
0.1510000000000001,-0.001093800066654771
0.1520000000000001,-0.0010944141946817587
0.1530000000000001,-0.001095028098944295
0.1540000000000001,-0.0010956417785494277
0.1550000000000001,-0.0010962552326074793
0.1560000000000001,-0.001096868460230438
0.1570000000000001,-0.0010974814605285155
0.1580000000000001,-0.0010980942326169196
0.1590000000000001,-0.0010987067756086932
0.1600000000000001,-0.0010993190886219306
0.1610000000000001,-0.0010999311707722836
0.1620000000000001,-0.0011005430211780687
0.1630000000000001,-0.0011011546389607108
0.1640000000000001,-0.0011017660232388038
0.1650000000000001,-0.0011023771731363263
0.1660000000000001,-0.001102988087775869
0.1670000000000001,-0.0011035987662821878
0.1680000000000001,-0.0011042092077814813
0.1690000000000001,-0.00110481941140117
0.1700000000000001,-0.001105429376268452
0.1710000000000001,-0.001106039101514078
0.1720000000000001,-0.0011066485862682995
0.1730000000000001,-0.0011072578296634772
0.1740000000000001,-0.0011078668308321382
0.1750000000000001,-0.001108475588909641
0.1760000000000001,-0.0011090841030317877
0.1770000000000001,-0.001109692372334159
0.1780000000000001,-0.001110300395956998
0.1790000000000001,-0.00111090817303805
0.1800000000000001,-0.0011115157027178912
0.1810000000000001,-0.0011121229841394298
0.1820000000000001,-0.0011127300164445186
0.1830000000000001,-0.0011133367987783416
0.1840000000000001,-0.0011139433302851387
0.1850000000000001,-0.0011145496101125918
0.1860000000000001,-0.0011151556374084937
0.1870000000000001,-0.0011157614113208592
0.1880000000000001,-0.0011163669310008117
0.1890000000000001,-0.0011169721955991418
0.1900000000000001,-0.0011175772042690268
0.1910000000000001,-0.0011181819561640327
0.1920000000000001,-0.0011187864504386136
0.1930000000000001,-0.0011193906862502767
0.1940000000000001,-0.0011199946627546975
0.1950000000000001,-0.0011205983791120477
0.1960000000000001,-0.0011212018344803343
0.1970000000000001,-0.0011218050280225045
0.1980000000000001,-0.0011224079588988412
0.1990000000000001,-0.0011230106262735684
0.2000000000000001,-0.0011236130293107438
0.2010000000000001,-0.0011242151671758127
0.2020000000000001,-0.001124817039036552
0.2030000000000001,-0.0011254186440599612
0.2040000000000001,-0.001126019981415649
0.2050000000000001,-0.0011266210502733909
0.2060000000000001,-0.0011272218498051823
0.2070000000000001,-0.001127822379183463
0.2080000000000001,-0.0011284226375827822
0.2090000000000001,-0.0011290226241758572
0.2100000000000001,-0.0011296223381414006
0.2110000000000001,-0.0011302217786556268
0.2120000000000001,-0.0011308209448963047
0.2130000000000001,-0.0011314198360445893
0.2140000000000001,-0.0011320184512794151
0.2150000000000001,-0.0011326167897840467
0.2160000000000001,-0.0011332148507408601
0.2170000000000001,-0.0011338126333341747
0.2180000000000001,-0.0011344101367493642
0.2190000000000001,-0.0011350073601731347
0.2200000000000001,-0.0011356043027921925
0.2210000000000001,-0.0011362009637969073
0.2220000000000001,-0.0011367973423754285
0.2230000000000001,-0.0011373934377197914
0.2240000000000001,-0.0011379892490220311
0.2250000000000001,-0.0011385847754755152
0.2260000000000001,-0.001139180016274166
0.2270000000000001,-0.00113977497061446
0.2280000000000001,-0.0011403696376922623
0.2290000000000001,-0.0011409640167048263
0.2300000000000001,-0.0011415581068535685
0.2310000000000001,-0.0011421519073356312
0.2320000000000001,-0.0011427454173544849
0.2330000000000001,-0.001143338636111102
0.2340000000000001,-0.001143931562808731
0.2350000000000001,-0.0011445241966532849
0.2360000000000001,-0.0011451165368490668
0.2370000000000001,-0.001145708582603877
0.2380000000000001,-0.00114630033312485
0.2390000000000001,-0.0011468917876212847
0.2400000000000001,-0.0011474829453034796
0.2410000000000002,-0.0011480738053821216
0.2420000000000002,-0.0011486643670701735
0.2430000000000002,-0.0011492546295808204
0.2440000000000002,-0.0011498445921284683
0.2450000000000002,-0.0011504342539286339
0.2460000000000002,-0.0011510236141986652
0.2470000000000002,-0.0011516126721559106
0.2480000000000002,-0.001152201427018773
0.2490000000000002,-0.0011527898780088752
0.2500000000000001,-0.0011533780243456193
0.2510000000000001,-0.0011539658652517937
0.2520000000000001,-0.001154553399951297
0.2530000000000001,-0.0011551406276683607
0.2540000000000001,-0.0011557275476271611
0.2550000000000001,-0.0011563141590562598
0.2560000000000001,-0.0011569004611817202
0.2570000000000002,-0.001157486453232659
0.2580000000000002,-0.0011580721344401912
0.2590000000000002,-0.0011586575040327673
0.2600000000000002,-0.0011592425612445556
0.2610000000000002,-0.0011598273053067265
0.2620000000000002,-0.0011604117354558352
0.2630000000000002,-0.00116099585092444
0.2640000000000002,-0.0011615796509503173
0.2650000000000002,-0.0011621631347709105
0.2660000000000002,-0.0011627463016233852
0.2670000000000002,-0.0011633291507488486
0.2680000000000002,-0.0011639116813861317
0.2690000000000002,-0.0011644938927782844
0.2700000000000002,-0.0011650757841672466
0.2710000000000002,-0.0011656573547966786
0.2720000000000002,-0.001166238603911629
0.2730000000000002,-0.0011668195307581453
0.2740000000000002,-0.001167400134582719
0.2750000000000002,-0.0011679804146323969
0.2760000000000002,-0.0011685603701588887
0.2770000000000002,-0.0011691400004095742
0.2780000000000002,-0.0011697193046366072
0.2790000000000002,-0.0011702982820922525
0.2800000000000002,-0.00117087693202933
0.2810000000000002,-0.0011714552537022138
0.2820000000000002,-0.0011720332463666105
0.2830000000000002,-0.0011726109092785597
0.2840000000000002,-0.0011731882416951
0.2850000000000002,-0.0011737652428751577
0.2860000000000002,-0.0011743419120775478
0.2870000000000002,-0.001174918248563972
0.2880000000000002,-0.0011754942515950217
0.2890000000000002,-0.0011760699204326208
0.2900000000000002,-0.0011766452543425232
0.2910000000000002,-0.0011772202525868192
0.2920000000000002,-0.00117779491443315
0.2930000000000002,-0.0011783692391471035
0.2940000000000002,-0.0011789432259967647
0.2950000000000002,-0.001179516874250941
0.2960000000000002,-0.001180090183178828
0.2970000000000002,-0.0011806631520525634
0.2980000000000002,-0.0011812357801417317
0.2990000000000002,-0.0011818080667223563
0.3000000000000002,-0.0011823800110648541
0.3010000000000002,-0.0011829516124466921
0.3020000000000002,-0.001183522870142284
0.3030000000000002,-0.00118409378342893
0.3040000000000002,-0.0011846643515847077
0.3050000000000002,-0.0011852345738883052
0.3060000000000002,-0.0011858044496204645
0.3070000000000002,-0.0011863739780605398
0.3080000000000002,-0.0011869431584921042
0.3090000000000002,-0.001187511990196899
0.3100000000000002,-0.0011880804724602734
0.3110000000000002,-0.0011886486045650235
0.3120000000000002,-0.0011892163857993854
0.3130000000000002,-0.001189783815449319
0.3140000000000002,-0.0011903508928021722
0.3150000000000002,-0.0011909176171482905
0.3160000000000002,-0.001191483987776687
0.3170000000000002,-0.0011920500039783732
0.3180000000000002,-0.0011926156650458042
0.3190000000000002,-0.0011931809702711016
0.3200000000000002,-0.0011937459189493571
0.3210000000000002,-0.0011943105103743024
0.3220000000000002,-0.001194874743843083
0.3230000000000002,-0.0011954386186512345
0.3240000000000002,-0.0011960021340976235
0.3250000000000002,-0.0011965652894805057
0.3260000000000002,-0.0011971280841006626
0.3270000000000002,-0.0011976905172577101
0.3280000000000002,-0.0011982525882548445
0.3290000000000002,-0.0011988142963936799
0.3300000000000002,-0.001199375640978162
0.3310000000000002,-0.0011999366213134854
0.3320000000000002,-0.0012004972367053723
0.3330000000000002,-0.0012010574864604884
0.3340000000000002,-0.0012016173698861377
0.3350000000000002,-0.0012021768862907622
0.3360000000000002,-0.0012027360349849692
0.3370000000000002,-0.0012032948152786715
0.3380000000000002,-0.0012038532264837254
0.3390000000000002,-0.0012044112679124863
0.3400000000000002,-0.001204968938877976
0.3410000000000002,-0.0012055262386954924
0.3420000000000002,-0.0012060831666798888
0.3430000000000002,-0.0012066397221473513
0.3440000000000002,-0.0012071959044159808
0.3450000000000002,-0.0012077517128035453
0.3460000000000002,-0.0012083071466292006
0.3470000000000002,-0.0012088622052134623
0.3480000000000002,-0.0012094168878776235
0.3490000000000002,-0.0012099711939431712
0.3500000000000002,-0.0012105251227331748
0.3510000000000002,-0.0012110786735727297
0.3520000000000002,-0.0012116318457858766
0.3530000000000002,-0.001212184638698488
0.3540000000000002,-0.0012127370516376579
0.3550000000000002,-0.0012132890839310628
0.3560000000000002,-0.0012138407349079339
0.3570000000000002,-0.0012143920038973077
0.3580000000000002,-0.001214942890230386
0.3590000000000002,-0.0012154933932383427
0.3600000000000002,-0.0012160435122534896
0.3610000000000002,-0.0012165932466099705
0.3620000000000002,-0.0012171425956420123
0.3630000000000002,-0.0012176915586844528
0.3640000000000002,-0.0012182401350737948
0.3650000000000002,-0.0012187883241470687
0.3660000000000002,-0.0012193361252429147
0.3670000000000002,-0.0012198835377002226
0.3680000000000002,-0.0012204305608589372
0.3690000000000002,-0.0012209771940591418
0.3700000000000003,-0.0012215234366446948
0.3710000000000003,-0.0012220692879559847
0.3720000000000003,-0.0012226147473383686
0.3730000000000003,-0.001223159814135566
0.3740000000000003,-0.001223704487694266
0.3750000000000003,-0.0012242487673590485
0.3760000000000003,-0.001224792652479073
0.3770000000000003,-0.001225336142402278
0.3780000000000003,-0.0012258792364770177
0.3790000000000003,-0.001226421934054256
0.3800000000000003,-0.0012269642344845122
0.3810000000000003,-0.0012275061371206653
0.3820000000000003,-0.0012280476413141506
0.3830000000000003,-0.001228588746420095
0.3840000000000003,-0.0012291294517926543
0.3850000000000003,-0.0012296697567875103
0.3860000000000003,-0.0012302096607605673
0.3870000000000003,-0.0012307491630706158
0.3880000000000003,-0.0012312882630746425
0.3890000000000003,-0.0012318269601331033
0.3900000000000003,-0.001232365253604789
0.3910000000000003,-0.0012329031428525428
0.3920000000000003,-0.0012334406272356824
0.3930000000000003,-0.001233977706119993
0.3940000000000003,-0.0012345143788673463
0.3950000000000003,-0.0012350506448429166
0.3960000000000003,-0.0012355865034121283
0.3970000000000003,-0.0012361219539415713
0.3980000000000003,-0.0012366569957991402
0.3990000000000003,-0.0012371916283513418
0.4000000000000003,-0.0012377258509693456
0.4010000000000003,-0.001238259663021768
0.4020000000000003,-0.0012387930638801115
0.4030000000000003,-0.001239326052916212
0.4040000000000003,-0.0012398586295022385
0.4050000000000003,-0.0012403907930129687
0.4060000000000003,-0.0012409225428209048
0.4070000000000003,-0.0012414538783028783
0.4080000000000003,-0.0012419847988352217
0.4090000000000003,-0.001242515303793823
0.4100000000000003,-0.0012430453925579288
0.4110000000000003,-0.0012435750645056198
0.4120000000000003,-0.0012441043190170031
0.4130000000000003,-0.0012446331554724632
0.4140000000000003,-0.0012451615732535781
0.4150000000000003,-0.0012456895717429806
0.4160000000000003,-0.001246217150323553
0.4170000000000003,-0.0012467443083797047
0.4180000000000003,-0.0012472710452967883
0.4190000000000003,-0.0012477973604589077
0.4200000000000003,-0.00124832325325544
0.4210000000000003,-0.0012488487230721268
0.4220000000000003,-0.0012493737692979845
0.4230000000000003,-0.0012498983913227513
0.4240000000000003,-0.0012504225885353326
0.4250000000000003,-0.001250946360328603
0.4260000000000003,-0.0012514697060933555
0.4270000000000003,-0.0012519926252222147
0.4280000000000003,-0.0012525151171102755
0.4290000000000003,-0.0012530371811503016
0.4300000000000003,-0.0012535588167388312
0.4310000000000003,-0.001254080023271431
0.4320000000000003,-0.001254600800145833
0.4330000000000003,-0.0012551211467597134
0.4340000000000003,-0.0012556410625118586
0.4350000000000003,-0.00125616054680186
0.4360000000000003,-0.0012566795990301416
0.4370000000000003,-0.0012571982185985708
0.4380000000000003,-0.0012577164049088208
0.4390000000000003,-0.0012582341573643407
0.4400000000000003,-0.0012587514753694684
0.4410000000000003,-0.0012592683583276254
0.4420000000000003,-0.0012597848056465077
0.4430000000000003,-0.0012603008167297591
0.4440000000000003,-0.001260816390987074
0.4450000000000003,-0.0012613315278263704
0.4460000000000003,-0.0012618462266553443
0.4470000000000003,-0.0012623604868850224
0.4480000000000003,-0.0012628743079257376
0.4490000000000003,-0.001263387689188683
0.4500000000000003,-0.0012639006300860789
0.4510000000000003,-0.0012644131300333095
0.4520000000000003,-0.0012649251884406243
0.4530000000000003,-0.0012654368047262943
0.4540000000000003,-0.0012659479783040939
0.4550000000000003,-0.0012664587085916834
0.4560000000000003,-0.0012669689950052798
0.4570000000000003,-0.0012674788369649026
0.4580000000000003,-0.0012679882338873516
0.4590000000000003,-0.0012684971851937565
0.4600000000000003,-0.001269005690304914
0.4610000000000003,-0.0012695137486421482
0.4620000000000003,-0.0012700213596277266
0.4630000000000003,-0.0012705285226854157
0.4640000000000003,-0.0012710352372377054
0.4650000000000003,-0.0012715415027111376
0.4660000000000003,-0.0012720473185310333
0.4670000000000003,-0.001272552684122824
0.4680000000000003,-0.0012730575989149118
0.4690000000000003,-0.0012735620623350596
0.4700000000000003,-0.0012740660738120024
0.4710000000000003,-0.0012745696327753908
0.4720000000000003,-0.0012750727386572347
0.4730000000000003,-0.0012755753908864353
0.4740000000000003,-0.001276077588897917
0.4750000000000003,-0.0012765793321221075
0.4760000000000003,-0.0012770806199949858
0.4770000000000003,-0.0012775814519503381
0.4780000000000003,-0.0012780818274232275
0.4790000000000003,-0.0012785817458506599
0.4800000000000003,-0.0012790812066693635
0.4810000000000003,-0.001279580209317066
0.4820000000000004,-0.0012800787532326607
0.4830000000000004,-0.001280576837856151
0.4840000000000004,-0.001281074462627374
0.4850000000000004,-0.0012815716269870547
0.4860000000000004,-0.0012820683303778058
0.4870000000000004,-0.001282564572241962
0.4880000000000004,-0.0012830603520235795
0.4890000000000004,-0.0012835556691667693
0.4900000000000004,-0.0012840505231155874
0.4910000000000004,-0.0012845449133173648
0.4920000000000004,-0.0012850388392194878
0.4930000000000004,-0.0012855323002671226
0.4940000000000004,-0.0012860252959100427
0.4950000000000004,-0.0012865178255977994
0.4960000000000004,-0.0012870098887786674
0.4970000000000004,-0.001287501484905862
0.4980000000000004,-0.0012879926134281572
0.4990000000000004,-0.0012884832738003782
0.5000000000000003,-0.00128897346547302
0.5010000000000003,-0.0012894631879026286
0.5020000000000003,-0.001289952440542197
0.5030000000000003,-0.0012904412228476048
0.5040000000000003,-0.0012909295342749538
0.5050000000000003,-0.0012914173742818447
0.5060000000000003,-0.0012919047423253227
0.5070000000000003,-0.0012923916378643763
0.5080000000000003,-0.0012928780603589374
0.5090000000000003,-0.0012933640092682164
0.5100000000000003,-0.0012938494840543657
0.5110000000000003,-0.0012943344841768178
0.5120000000000003,-0.0012948190091013334
0.5130000000000003,-0.0012953030582888436
0.5140000000000003,-0.001295786631204221
0.5150000000000003,-0.00129626972731256
0.5160000000000003,-0.0012967523460791774
0.5170000000000003,-0.0012972344869696673
0.5180000000000003,-0.0012977161494533984
0.5190000000000003,-0.0012981973329962981
0.5200000000000004,-0.001298678037068124
0.5210000000000004,-0.001299158261138189
0.5220000000000004,-0.0012996380046764733
0.5230000000000004,-0.0013001172671547323
0.5240000000000004,-0.0013005960480438339
0.5250000000000004,-0.0013010743468169217
0.5260000000000004,-0.0013015521629483606
0.5270000000000004,-0.0013020294959095735
0.5280000000000004,-0.0013025063451787555
0.5290000000000004,-0.0013029827102292169
0.5300000000000004,-0.001303458590538542
0.5310000000000004,-0.001303933985583594
0.5320000000000004,-0.001304408894842013
0.5330000000000004,-0.001304883317792882
0.5340000000000004,-0.0013053572539158398
0.5350000000000004,-0.0013058307026914684
0.5360000000000004,-0.0013063036635992953
0.5370000000000004,-0.0013067761361226227
0.5380000000000004,-0.001307248119743476
0.5390000000000004,-0.0013077196139452685
0.5400000000000004,-0.00130819061821158
0.5410000000000004,-0.001308661132028044
0.5420000000000004,-0.0013091311548784623
0.5430000000000004,-0.001309600686252077
0.5440000000000004,-0.0013100697256336336
0.5450000000000004,-0.001310538272511319
0.5460000000000004,-0.0013110063263744864
0.5470000000000004,-0.001311473886711767
0.5480000000000004,-0.0013119409530131798
0.5490000000000004,-0.0013124075247702982
0.5500000000000004,-0.0013128736014741405
0.5510000000000004,-0.001313339182616835
0.5520000000000004,-0.0013138042676925088
0.5530000000000004,-0.0013142688561934568
0.5540000000000004,-0.0013147329476155822
0.5550000000000004,-0.0013151965414534006
0.5560000000000004,-0.001315659637202815
0.5570000000000004,-0.0013161222343617274
0.5580000000000004,-0.0013165843324268733
0.5590000000000004,-0.0013170459308963212
0.5600000000000004,-0.0013175070292699709
0.5610000000000004,-0.0013179676270465013
0.5620000000000004,-0.0013184277237269226
0.5630000000000004,-0.0013188873188131334
0.5640000000000004,-0.0013193464118056442
0.5650000000000004,-0.001319805002208796
0.5660000000000004,-0.0013202630895257639
0.5670000000000004,-0.0013207206732583632
0.5680000000000004,-0.0013211777529153201
0.5690000000000004,-0.00132163432799981
0.5700000000000004,-0.001322090398018394
0.5710000000000004,-0.0013225459624790492
0.5720000000000004,-0.0013230010208897525
0.5730000000000004,-0.0013234555727578978
0.5740000000000004,-0.0013239096175935994
0.5750000000000004,-0.0013243631549069157
0.5760000000000004,-0.0013248161842084882
0.5770000000000004,-0.0013252687050092082
0.5780000000000004,-0.001325720716823131
0.5790000000000004,-0.0013261722191609815
0.5800000000000004,-0.0013266232115386467
0.5810000000000004,-0.0013270736934683502
0.5820000000000004,-0.001327523664466923
0.5830000000000004,-0.0013279731240495862
0.5840000000000004,-0.00132842207173256
0.5850000000000004,-0.001328870507033758
0.5860000000000004,-0.0013293184294710658
0.5870000000000004,-0.0013297658385634237
0.5880000000000004,-0.001330212733829328
0.5890000000000004,-0.0013306591147903557
0.5900000000000004,-0.001331104980966502
0.5910000000000004,-0.0013315503318795385
0.5920000000000004,-0.0013319951670519303
0.5930000000000004,-0.0013324394860066702
0.5940000000000004,-0.0013328832882683606
0.5950000000000004,-0.0013333265733594113
0.5960000000000004,-0.0013337693408072004
0.5970000000000004,-0.001334211590136053
0.5980000000000004,-0.0013346533208739297
0.5990000000000004,-0.0013350945325481256
0.6000000000000004,-0.0013355352246845476
0.6010000000000004,-0.001335975396814737
0.6020000000000004,-0.0013364150484670434
0.6030000000000004,-0.0013368541791711208
0.6040000000000004,-0.0013372927884583996
0.6050000000000004,-0.0013377308758603657
0.6060000000000004,-0.0013381684409092265
0.6070000000000004,-0.0013386054831384109
0.6080000000000004,-0.0013390420020814031
0.6090000000000004,-0.001339477997272187
0.6100000000000004,-0.0013399134682469671
0.6110000000000004,-0.0013403484145405598
0.6120000000000004,-0.001340782835689447
0.6130000000000004,-0.0013412167312323864
0.6140000000000004,-0.0013416501007046389
0.6150000000000004,-0.0013420829436473491
0.6160000000000004,-0.0013425152595985534
0.6170000000000004,-0.0013429470480986194
0.6180000000000004,-0.001343378308689025
0.6190000000000004,-0.0013438090409094716
0.6200000000000004,-0.0013442392443036022
0.6210000000000004,-0.0013446689184134497
0.6220000000000004,-0.0013450980627833231
0.6230000000000004,-0.0013455266769567542
0.6240000000000004,-0.0013459547604781075
0.6250000000000004,-0.0013463823128948005
0.6260000000000004,-0.0013468093337513087
0.6270000000000004,-0.00134723582259616
0.6280000000000004,-0.0013476617789754397
0.6290000000000004,-0.0013480872024386192
0.6300000000000004,-0.001348512092534726
0.6310000000000004,-0.0013489364488124544
0.6320000000000005,-0.001349360270824218
0.6330000000000005,-0.0013497835581192108
0.6340000000000005,-0.0013502063102505124
0.6350000000000005,-0.0013506285267695928
0.6360000000000005,-0.0013510502072306418
0.6370000000000005,-0.001351471351187128
0.6380000000000005,-0.0013518919581931854
0.6390000000000005,-0.0013523120278056688
0.6400000000000005,-0.001352731559577991
0.6410000000000005,-0.001353150553068505
0.6420000000000005,-0.0013535690078344542
0.6430000000000005,-0.0013539869234330815
0.6440000000000005,-0.0013544042994233507
0.6450000000000005,-0.001354821135365336
0.6460000000000005,-0.001355237430818057
0.6470000000000005,-0.0013556531853421427
0.6480000000000005,-0.0013560683985002764
0.6490000000000005,-0.0013564830698530317
0.6500000000000005,-0.0013568971989642575
0.6510000000000005,-0.001357310785395971
0.6520000000000005,-0.0013577238287140747
0.6530000000000005,-0.0013581363284826398
0.6540000000000005,-0.0013585482842662366
0.6550000000000005,-0.0013589596956314898
0.6560000000000005,-0.0013593705621457453
0.6570000000000005,-0.0013597808833767377
0.6580000000000005,-0.0013601906588907031
0.6590000000000005,-0.0013605998882584291
0.6600000000000005,-0.001361008571048039
0.6610000000000005,-0.0013614167068312644
0.6620000000000005,-0.0013618242951766169
0.6630000000000005,-0.0013622313356576599
0.6640000000000005,-0.0013626378278461804
0.6650000000000005,-0.0013630437713137988
0.6660000000000005,-0.001363449165635633
0.6670000000000005,-0.0013638540103839691
0.6680000000000005,-0.0013642583051351465
0.6690000000000005,-0.001364662049464449
0.6700000000000005,-0.0013650652429476606
0.6710000000000005,-0.0013654678851617308
0.6720000000000005,-0.0013658699756835535
0.6730000000000005,-0.0013662715140924098
0.6740000000000005,-0.0013666724999664703
0.6750000000000005,-0.0013670729328852382
0.6760000000000005,-0.001367472812428605
0.6770000000000005,-0.0013678721381782943
0.6780000000000005,-0.00136827090971392
0.6790000000000005,-0.0013686691266198148
0.6800000000000005,-0.0013690667884771468
0.6810000000000005,-0.0013694638948700266
0.6820000000000005,-0.001369860445381843
0.6830000000000005,-0.0013702564395988714
0.6840000000000005,-0.0013706518771050002
0.6850000000000005,-0.0013710467574863383
0.6860000000000005,-0.0013714410803307708
0.6870000000000005,-0.0013718348452247953
0.6880000000000005,-0.0013722280517564633
0.6890000000000005,-0.0013726206995147705
0.6900000000000005,-0.0013730127880882126
0.6910000000000005,-0.00137340431706795
0.6920000000000005,-0.0013737952860435887
0.6930000000000005,-0.0013741856946076214
0.6940000000000005,-0.0013745755423503758
0.6950000000000005,-0.0013749648288658989
0.6960000000000005,-0.0013753535537462391
0.6970000000000005,-0.0013757417165861097
0.6980000000000005,-0.0013761293169796684
0.6990000000000005,-0.0013765163545222947
0.7000000000000005,-0.0013769028288095342
0.7010000000000005,-0.0013772887394378763
0.7020000000000005,-0.0013776740860055314
0.7030000000000005,-0.0013780588681073236
0.7040000000000005,-0.0013784430853454044
0.7050000000000005,-0.0013788267373163743
0.7060000000000005,-0.0013792098236203865
0.7070000000000005,-0.0013795923438586488
0.7080000000000005,-0.0013799742976306484
0.7090000000000005,-0.001380355684539425
0.7100000000000005,-0.0013807365041859088
0.7110000000000005,-0.0013811167561748605
0.7120000000000005,-0.0013814964401076546
0.7130000000000005,-0.0013818755555894957
0.7140000000000005,-0.0013822541022260881
0.7150000000000005,-0.0013826320796209712
0.7160000000000005,-0.0013830094873821808
0.7170000000000005,-0.0013833863251151435
0.7180000000000005,-0.0013837625924279506
0.7190000000000005,-0.0013841382889276943
0.7200000000000005,-0.001384513414223909
0.7210000000000005,-0.0013848879679257409
0.7220000000000005,-0.0013852619496426133
0.7230000000000005,-0.0013856353589861148
0.7240000000000005,-0.001386008195565891
0.7250000000000005,-0.00138638045899514
0.7260000000000005,-0.0013867521488856172
0.7270000000000005,-0.001387123264850465
0.7280000000000005,-0.0013874938065037146
0.7290000000000005,-0.0013878637734590638
0.7300000000000005,-0.0013882331653320978
0.7310000000000005,-0.0013886019817386241
0.7320000000000005,-0.0013889702222933953
0.7330000000000005,-0.0013893378866157158
0.7340000000000005,-0.0013897049743210599
0.7350000000000005,-0.00139007148502851
0.7360000000000005,-0.00139043741835565
0.7370000000000005,-0.0013908027739233386
0.7380000000000005,-0.0013911675513513244
